claim_number,age_of_driver,sex,marital_status,safety_rating,annual_income,high_education_ind,address_change_ind,living_status,zip_code,claim_date,claim_day_of_week,accident_site,past_num_of_claims,witness_present_ind,liab_prct,channel,police_report_filed_ind,claim_est_payout,age_of_vehicle,vehicle_category,vehicle_price,vehicle_color,vehicle_weight,fraud
9120,57,F,0,80,117265,1,1,Rent,50047,2020-03-25,Wednesday,Other,0,0,99,Phone,0,3924.68,4,Medium,24540.72,blue,1539,0
9121,50,M,1,87,2105250,1,1,Own,15046,2020-05-26,Tuesday,Local,0,1,25,Broker,0,9084.49,3,Medium,10389.81,red,1970,0
9122,52,M,1,82,112555,1,1,Own,80002,2019-07-29,Monday,Highway,0,1,0,Phone,0,3663.85,7,Medium,9885.47,red,2294,0
9123,39,M,1,82,98110,1,1,Own,50012,2019-07-22,Monday,Local,0,1,98,Broker,1,3160.96,2,Medium,8224.03,blue,2822,0
9124,37,F,1,73,95555,1,0,Rent,50003,2019-02-16,Saturday,Parking Lot,0,1,79,Broker,1,2406.14,4,Medium,21971.01,blue,1768,0
9125,44,F,1,91,104145,0,0,Rent,20101,2020-04-25,Saturday,Highway,2,1,69,Phone,1,3758.69,9,Medium,28765.44,gray,1524,0
9126,45,M,0,94,1,1,1,Rent,15021,2019-10-29,Tuesday,Parking Lot,0,0,50,Broker,0,6024.19,6,Medium,14772.15,red,2626,0
9127,45,F,1,77,105325,,1,Own,80040,2020-01-11,Saturday,Local,3,1,19,Phone,1,3616.96,6,Medium,24049.3,black,1687,0
9128,44,F,1,88,104170,1,0,Own,85005,2020-07-12,Sunday,Local,1,1,95,Broker,1,7447.01,5,Medium,9185.38,white,2578,0
9129,121,F,1,83,67245,1,1,Own,80037,2019-04-06,Saturday,Highway,0,0,49,Online,0,3030.43,6,Medium,253545.96,white,2196,0
9130,51,F,1,82,111600,0,1,Rent,85006,2019-06-20,Thursday,Parking Lot,0,0,74,Online,0,6168.44,6,Medium,7411.29,silver,1963,0
9131,59,F,1,72,118845,1,1,Own,85073,2019-08-11,Sunday,Highway,1,0,93,Broker,1,5905.53,3,Medium,20233.44,red,1598,0
9132,56,F,0,87,116215,0,0,Rent,15045,2019-04-12,Friday,Highway,1,0,60,Phone,1,4568.67,5,Medium,33864.12,gray,1579,0
9133,41,F,1,59,100675,1,1,Own,50005,2020-09-28,Monday,Local,1,1,50,Online,0,5413.98,3,Medium,8299.73,red,1884,0
9134,30,F,1,46,85080,1,1,Rent,80022,2019-06-07,Friday,Local,0,1,0,Broker,1,3392.55,2,Medium,13828.75,other,2333,1
9135,49,F,1,68,109565,0,1,Own,85048,2019-03-03,Sunday,Highway,2,0,2,Phone,1,1995.38,6,Medium,43453.95,gray,1612,0
9136,39,F,0,59,98305,1,1,Own,85074,2020-08-18,Tuesday,Local,0,0,21,Online,0,1089.82,7,Medium,28533.6,red,1770,1
9137,49,M,1,62,109610,1,0,Rent,20111,2019-09-12,Thursday,Parking Lot,2,0,49,Broker,1,6877.84,5,Medium,25934.04,red,2252,0
9138,56,M,0,81,116200,0,0,Own,15021,2020-08-13,Thursday,Local,1,0,64,Broker,1,6537.56,1,Large,11984.78,red,3258,0
9139,61,F,1,90,120555,1,0,Rent,50046,2020-10-14,Wednesday,Local,0,1,4,Online,1,1113.05,4,Large,22451.44,silver,3921,1
9140,43,M,1,65,103005,1,1,Rent,80016,2019-06-26,Wednesday,Local,0,0,5,Broker,1,2603.54,6,Medium,15914.25,gray,2121,0
9141,46,M,1,65,106390,1,0,Own,15003,2019-07-31,Wednesday,Local,2,0,83,Phone,1,9062.43,9,Medium,16850.81,black,2058,0
9142,65,F,0,62,123665,1,0,Rent,85037,2020-04-05,Sunday,Highway,1,0,22,Broker,1,6158.91,6,Large,37079.76,silver,3556,0
9143,45,F,1,72,105395,1,0,Rent,15047,2020-06-30,Tuesday,Local,0,0,53,Broker,1,2090.61,5,Medium,14863.66,white,2121,0
9144,43,F,1,78,103085,1,0,Own,15005,2020-01-16,Thursday,Local,0,0,100,Broker,1,5460.37,8,Medium,25548.91,red,1552,0
9145,44,M,1,86,104210,1,1,Own,15025,2020-06-13,Saturday,Parking Lot,0,0,100,Broker,0,3522.88,5,Medium,40389.98,blue,2685,0
9146,50,M,0,82,110550,1,1,Own,15046,2019-12-09,Monday,Highway,0,0,50,Broker,0,2181.24,1,Compact,22711.68,gray,1155,0
9147,41,M,1,50,100745,0,0,Own,,2018-12-22,Saturday,Local,0,0,88,Phone,0,2969.15,5,Medium,40706.45,white,2782,0
9148,67,F,1,87,125145,1,0,Own,50051,2019-03-04,Monday,Parking Lot,0,0,97,Broker,1,4077.04,4,Medium,29484.93,red,1633,0
9149,47,M,1,77,107540,1,1,Rent,50003,2020-06-29,Monday,Local,0,0,4,Broker,0,3453.91,4,Medium,37957.16,silver,2872,0
9150,31,F,1,81,86740,1,1,Rent,50020,2019-10-04,Friday,Parking Lot,4,0,50,Phone,1,2074.18,5,Medium,16369.48,other,2576,1
9151,35,M,1,40,92810,0,0,Own,20102,2020-08-25,Tuesday,Highway,0,0,27,Broker,1,7835.10,4,Large,13388.39,white,3574,0
9152,58,M,1,80,118010,1,1,Own,50013,2019-01-08,Tuesday,Parking Lot,0,0,12,Broker,0,4066.88,5,Large,38423.38,silver,4630,0
9153,76,M,0,77,131495,1,1,Own,15009,2018-11-29,Thursday,Parking Lot,0,0,4,Broker,1,5050.37,4,Medium,17082.54,red,2709,0
9154,26,F,0,78,77885,1,0,Rent,50013,2019-10-04,Friday,Local,0,0,1,Online,0,8321.15,8,Medium,9332.48,other,1663,1
9155,23,M,1,57,71820,1,0,Rent,85027,2020-07-08,Wednesday,Highway,0,0,86,Online,1,4713.58,7,Large,40793.84,other,3110,0
9156,54,F,0,40,114430,1,0,Own,20140,2019-04-04,Thursday,Local,1,0,72,Broker,1,5342.87,5,Large,16079.43,red,3226,0
9157,29,M,0,84,83435,1,1,Rent,20164,2019-07-10,Wednesday,Local,0,0,5,Online,1,5776.66,2,Large,33443.87,black,4000,0
9158,57,M,0,81,117130,0,0,Own,20153,2019-02-14,Thursday,Highway,0,0,39,Phone,0,4958.58,4,Medium,27488.09,gray,1723,0
9159,81,M,1,61,134645,0,1,Own,,2019-07-07,Sunday,Parking Lot,0,0,50,Online,1,3593.20,4,Medium,19303.15,white,1745,0
9160,39,M,1,65,98145,0,1,Own,20153,2020-11-14,Saturday,Parking Lot,0,1,26,Phone,0,3184.24,4,Medium,26430.4,red,2493,0
9161,50,F,1,92,1,0,1,Own,20115,2020-08-04,Tuesday,Parking Lot,0,0,26,Broker,1,5078.04,3,Compact,21293.29,gray,1176,0
9162,31,F,0,87,86665,1,0,Own,50010,2020-06-21,Sunday,Highway,0,1,98,Broker,1,6391.26,9,Compact,24733.81,gray,1119,0
9163,52,F,1,84,2125700,1,1,Rent,50021,2019-02-19,Tuesday,Local,0,0,100,Broker,1,3498.33,5,Large,150611.58,red,3539,0
9164,56,M,1,78,116250,1,0,Own,15010,2019-09-12,Thursday,Local,0,0,35,Broker,0,2481.56,4,Medium,35807.08,red,1999,0
9165,33,F,0,78,89720,0,1,Own,50027,2020-06-28,Sunday,Local,0,1,39,Phone,1,9650.23,6,Medium,16165.3,silver,1564,0
9166,37,F,1,85,95560,0,1,Own,80106,2020-02-21,Friday,Parking Lot,0,1,1,Phone,1,7944.32,6,Medium,16670,other,2250,0
9167,25,F,1,72,75890,0,0,Rent,,2019-01-12,Saturday,Local,0,1,96,Online,0,4785.35,4,Compact,22144.95,silver,1376,0
9168,67,F,,82,125235,1,0,Rent,85006,2020-03-19,Thursday,Parking Lot,0,0,4,Phone,1,3286.10,4,Medium,20417.22,red,1798,0
9169,36,M,1,95,94175,1,0,Own,85075,2020-10-20,Tuesday,Local,0,0,4,Online,0,4917.24,2,Medium,9242,black,1939,0
9170,50,M,1,76,110570,1,1,Own,50049,2019-10-21,Monday,Local,2,1,2,Broker,1,4453.80,6,Large,18124.54,red,4911,0
9171,39,F,1,91,98250,1,0,Own,20163,2019-04-02,Tuesday,Local,1,0,3,Broker,0,5008.89,9,Medium,28880.87,silver,2870,1
9172,40,F,1,79,99370,1,1,Own,20120,2019-03-27,Wednesday,Local,0,0,92,Online,0,2954.40,3,Medium,7156.85,white,2003,1
9173,43,F,,69,103015,1,1,Own,15015,2019-10-01,Tuesday,Local,0,0,13,Phone,0,7019.06,1,Compact,14981.78,silver,1369,0
9174,34,M,1,52,91400,1,1,Rent,,2020-05-01,Friday,Parking Lot,2,0,50,Broker,1,9854.78,11,Medium,17746.81,silver,2459,0
9175,48,M,1,82,108580,0,0,Own,80014,2020-01-30,Thursday,Local,0,1,77,Phone,1,6017.03,3,Medium,16803.25,white,2370,0
9176,37,F,1,58,95605,0,1,Rent,50022,2020-08-23,Sunday,Highway,3,0,98,Phone,1,6806.08,5,Compact,14362.52,red,1334,1
9177,25,M,1,80,75985,1,1,Rent,15017,2019-10-10,Thursday,Highway,0,0,100,Online,1,7210.69,3,Medium,20065.94,white,1815,0
9178,41,M,1,96,100695,1,1,Own,85077,2019-12-29,Sunday,Highway,5,0,50,Phone,1,4954.89,2,Medium,23561.31,other,2464,1
9179,38,F,1,75,96815,1,1,Rent,15038,2020-03-18,Wednesday,Local,0,0,51,Broker,1,7237.00,9,Medium,13067.84,silver,1558,0
9180,32,M,1,79,88330,1,0,Own,20129,2019-02-01,Friday,Parking Lot,0,0,50,Broker,0,2262.75,1,Medium,49412.86,white,1591,0
9181,30,F,1,78,85065,1,0,Rent,15010,2019-09-19,Thursday,Local,0,0,33,Phone,1,2528.94,8,Medium,21726.28,blue,2785,0
9182,86,F,1,50,137680,1,0,Own,50047,2019-01-11,Friday,Local,0,0,21,Phone,0,6773.30,6,Medium,24423.08,silver,2051,0
9183,40,F,1,58,99475,1,0,Own,,2019-05-01,Wednesday,Other,0,0,9,Broker,0,4547.45,6,Compact,23255.08,gray,1457,0
9184,32,M,1,68,88175,1,0,Own,85002,2019-06-06,Thursday,Local,0,0,22,Broker,1,3811.24,6,Large,,other,3214,0
9185,55,M,0,49,115335,1,0,Rent,20148,2020-11-24,Tuesday,Highway,1,0,47,Broker,0,3279.13,4,Medium,15713.99,gray,1769,1
9186,33,F,0,93,89785,1,0,Own,85030,2019-09-13,Friday,Local,0,1,93,Broker,0,5620.78,4,Medium,42159.02,red,2700,0
9187,26,M,1,85,77900,1,1,Rent,50009,2020-07-27,Monday,Highway,0,1,60,Online,0,6373.23,5,Medium,12508.09,black,2370,0
9188,26,M,0,99,77930,1,0,Rent,20102,2020-07-12,Sunday,Local,3,0,90,Online,0,4860.36,4,Medium,62095.3,red,1674,1
9189,31,M,0,72,86690,1,0,Rent,50057,2020-05-08,Friday,Highway,0,0,7,Broker,1,5799.03,3,Medium,30140.25,white,2352,0
9190,126,M,1,84,77885,1,1,Own,20110,2019-02-06,Wednesday,Highway,1,0,90,Online,1,8459.54,5,Compact,8503.62,white,1233,0
9191,38,M,0,63,96855,1,1,Own,80028,2019-02-07,Thursday,Parking Lot,1,0,9,Phone,1,5007.43,7,Medium,11187.66,blue,1722,1
9192,40,M,0,67,99395,1,1,Own,20163,2019-09-28,Saturday,Highway,0,0,93,Broker,0,3660.29,6,Medium,13057.94,black,1590,0
9193,36,F,1,42,94200,1,1,Own,85074,2019-05-14,Tuesday,Parking Lot,0,0,29,Phone,1,3487.06,7,Medium,12515.37,blue,1648,0
9194,35,F,1,68,92790,0,0,Rent,20107,2020-11-08,Sunday,Local,0,0,3,Broker,0,3309.11,2,Medium,31997.94,white,2178,1
9195,67,M,0,87,125220,1,1,Rent,15046,2019-04-05,Friday,Parking Lot,1,0,33,Broker,1,6035.01,7,Large,22089.9,black,3058,0
9196,67,M,1,87,125225,0,1,Own,50057,2020-01-04,Saturday,Parking Lot,0,1,15,Phone,0,11734.88,6,Medium,13284.51,silver,2883,0
9197,47,F,1,84,107500,0,1,Rent,50021,2020-10-01,Thursday,Local,2,1,0,Phone,0,8546.76,10,Medium,21518.37,gray,2058,1
9198,37,M,1,71,95495,0,1,Rent,80003,2019-09-27,Friday,Local,0,0,49,Broker,0,3851.33,9,Large,8561.84,silver,3336,0
9199,50,F,1,89,110615,1,0,Own,80027,2019-08-17,Saturday,Local,1,1,70,Broker,0,3817.05,4,Large,32604.92,blue,3014,0
9200,67,F,1,58,125260,0,1,Own,15021,2019-08-14,Wednesday,Local,0,0,27,Online,1,8664.00,4,Medium,10704.21,blue,2186,0
9201,51,M,1,74,111550,1,1,Rent,15046,2020-03-02,Monday,Parking Lot,0,0,64,Phone,0,3067.47,9,Compact,37720.2,blue,882,0
9202,41,M,1,87,100810,1,1,Rent,50031,2019-03-27,Wednesday,Highway,0,0,40,Broker,0,7533.67,6,Compact,29242.47,black,1159,0
9203,45,F,1,88,105290,1,1,Own,80015,2020-11-05,Thursday,Highway,0,0,26,Broker,0,4843.19,7,Medium,16336.62,silver,1983,0
9204,40,M,0,81,99410,1,0,Own,50023,2020-05-02,Saturday,Parking Lot,1,0,72,Broker,0,7015.28,6,Medium,34703.74,red,2124,0
9205,48,F,1,92,108550,1,1,Rent,20153,2020-06-29,Monday,Parking Lot,0,0,50,Broker,1,4617.04,4,Compact,19755.52,gray,1031,0
9206,24,F,1,64,73875,1,1,Rent,20163,2020-06-02,Tuesday,Parking Lot,0,0,53,Online,1,1502.29,4,Medium,28230.87,gray,2504,1
9207,24,M,0,76,73935,1,0,Rent,80027,2019-11-21,Thursday,Parking Lot,0,1,51,Phone,0,2903.63,7,Medium,18085.47,red,2060,0
9208,39,F,0,83,98190,0,1,Rent,15035,2020-04-30,Thursday,Local,0,1,16,Broker,1,2161.56,5,Medium,19836.04,white,2555,0
9209,22,F,1,81,1,1,0,Own,80021,2019-01-06,Sunday,Local,1,0,32,Online,1,11928.89,8,Medium,20335.83,red,1947,0
9210,34,F,1,79,91240,,0,Rent,85023,2019-12-09,Monday,Highway,0,1,29,Broker,1,4155.67,7,Large,15506.07,black,3205,0
9211,46,M,1,83,106360,1,0,Own,50056,2019-05-04,Saturday,Local,0,0,38,Phone,1,5673.20,5,Medium,35236.6,white,2158,0
9212,51,M,0,79,111620,0,0,Own,80015,2019-08-14,Wednesday,Local,0,0,83,Phone,0,2840.88,11,Medium,21142.11,blue,2992,0
9213,32,F,1,83,88305,1,0,Rent,15057,2019-03-06,Wednesday,Parking Lot,0,0,56,Broker,0,4049.67,13,Medium,28752.95,black,1555,0
9214,44,F,1,94,104255,1,1,Rent,15019,2019-07-21,Sunday,Highway,2,0,27,Broker,1,3330.42,4,Medium,13549.06,other,1699,0
9215,49,M,0,82,109525,0,0,Rent,50052,2019-09-22,Sunday,Local,0,0,15,Phone,1,3439.55,11,Compact,9853.01,white,1001,0
9216,51,F,1,88,111540,1,1,Rent,50005,2020-10-17,Saturday,Parking Lot,0,0,73,Broker,1,4164.04,7,Large,9859.28,silver,4750,0
9217,30,F,1,79,85045,1,0,Rent,15022,2020-01-19,Sunday,Highway,0,1,20,Phone,1,6444.71,4,Compact,33923.59,silver,1097,0
9218,73,M,1,50,129580,0,0,Rent,,2019-05-05,Sunday,Parking Lot,0,0,50,Broker,0,4536.39,5,Large,,blue,3784,0
9219,65,F,1,85,123700,1,1,Own,85033,2020-04-24,Friday,Parking Lot,0,0,98,Broker,0,3258.86,5,Medium,25995.26,gray,2041,0
9220,67,F,1,63,125295,0,1,Rent,20159,2020-06-13,Saturday,Other,0,1,50,Phone,0,4020.51,4,Large,49345.79,gray,3427,1
9221,46,F,1,91,106460,1,1,Rent,85032,2020-07-18,Saturday,Local,1,0,52,Broker,0,5962.94,6,Compact,18080.77,silver,1325,0
9222,54,F,1,48,114490,1,0,Own,15056,2020-03-15,Sunday,Local,0,0,18,Broker,0,4611.33,0,Medium,24507.48,red,2603,0
9223,72,M,1,87,128840,1,0,Own,20107,2019-02-09,Saturday,Local,0,0,86,Phone,0,4157.84,8,Medium,16365.89,silver,2348,0
9224,22,M,1,77,69600,1,0,Rent,20135,2020-09-03,Thursday,Local,0,1,50,Online,1,2573.16,5,Medium,30674.02,gray,2625,0
9225,58,M,1,62,118015,1,1,Rent,15035,2020-02-28,Friday,Local,0,1,51,Broker,1,8175.73,6,Medium,14247.02,blue,2349,0
9226,64,F,0,81,122920,1,1,Own,50055,2020-05-20,Wednesday,Local,4,0,76,Broker,1,4198.85,8,Medium,17737.16,silver,2104,1
9227,32,M,1,71,88270,1,0,Rent,50020,2019-03-04,Monday,Parking Lot,0,0,91,Broker,0,5493.36,7,Large,31956.05,black,3219,0
9228,42,F,,54,101890,1,1,Rent,20102,2020-07-17,Friday,Highway,0,0,93,Phone,0,2769.13,4,Medium,,red,1729,0
9229,77,M,0,80,132210,0,0,Own,50049,2019-02-01,Friday,Highway,0,1,61,Broker,1,5284.43,0,Large,42222.66,silver,3842,0
9230,30,M,1,81,85085,1,1,Own,80033,2020-01-23,Thursday,Parking Lot,0,0,89,Phone,0,2497.35,9,Large,27355.76,blue,3200,0
9231,48,M,1,75,108585,1,0,Rent,85074,2019-05-23,Thursday,Parking Lot,2,0,2,Broker,1,4474.89,3,Compact,18705.3,gray,1059,0
9232,70,F,1,55,127390,1,0,Rent,,2019-07-10,Wednesday,Parking Lot,0,0,98,Broker,0,6809.93,8,Medium,23655.57,silver,1614,0
9233,48,F,1,80,108535,1,1,Own,15001,2019-01-04,Friday,Parking Lot,5,0,9,Broker,1,3965.38,5,Medium,14558.64,white,2405,1
9234,36,F,1,73,94195,0,1,Own,20129,2019-12-03,Tuesday,Local,1,1,91,Broker,1,3922.11,4,Medium,7417.94,blue,1606,1
9235,42,F,1,69,101950,1,0,Own,50006,2020-11-05,Thursday,Local,0,0,97,Broker,1,7824.09,6,Large,26803.39,silver,3012,0
9236,55,F,0,94,115270,1,1,Rent,50041,2019-02-18,Monday,Parking Lot,1,0,85,Broker,0,1971.65,9,Medium,56684.68,silver,2270,0
9237,46,F,1,76,106375,1,1,Rent,20164,2019-09-08,Sunday,Parking Lot,0,0,50,Broker,0,5835.47,8,Compact,17082.83,white,1454,0
9238,31,M,0,89,86715,1,1,Own,15060,2019-08-09,Friday,Highway,0,0,16,Broker,1,4244.75,3,Medium,29842.1,blue,2593,0
9239,48,M,1,83,108505,1,0,Own,80023,2020-03-31,Tuesday,Local,5,0,99,Broker,1,4044.80,9,Medium,,gray,1937,1
9240,35,F,1,63,92745,0,1,Own,80019,2019-12-18,Wednesday,Local,0,1,59,Broker,1,2261.08,2,Compact,49917.85,red,1274,0
9241,53,F,1,91,113550,0,0,Own,85023,2019-05-16,Thursday,Parking Lot,2,0,50,Phone,1,6327.96,2,Large,8091.68,black,3046,1
9242,51,M,1,92,111595,0,1,Rent,20111,2019-04-02,Tuesday,Local,0,0,63,Broker,0,5178.86,6,Large,21335.17,blue,4013,0
9243,47,M,1,98,107515,1,1,Own,15025,2019-06-23,Sunday,Highway,5,0,70,Broker,1,1278.12,4,Medium,49015.82,other,2761,1
9244,48,F,1,75,108570,1,1,Own,20119,2019-09-17,Tuesday,Local,0,0,0,Online,1,6679.24,4,Medium,31741.87,gray,1537,0
9245,51,M,1,51,111560,1,1,Own,20155,2020-07-05,Sunday,Parking Lot,0,0,69,Broker,0,5918.30,2,Compact,19630.94,gray,994,0
9246,34,F,1,80,91390,1,1,Own,85053,2019-06-27,Thursday,Parking Lot,0,0,1,Broker,1,1363.16,2,Compact,41669.9,black,1261,1
9247,46,F,1,57,106490,0,0,Own,50050,2018-12-24,Monday,Highway,1,1,37,Broker,1,11304.69,3,Medium,34175.37,other,1893,0
9248,150,M,1,69,110610,1,0,Own,50057,2019-08-31,Saturday,Local,3,0,76,Broker,1,4820.56,3,Medium,27842.18,red,1811,1
9249,51,F,0,81,111600,0,1,Rent,80007,2020-11-18,Wednesday,Highway,0,0,55,Broker,1,3639.81,9,Compact,13622.34,blue,1429,0
9250,49,F,0,64,109545,1,0,Own,85002,2019-05-28,Tuesday,Highway,1,0,27,Online,0,4238.78,9,Medium,36403.88,blue,2532,1
9251,44,F,1,47,104275,1,0,Own,85078,2019-05-30,Thursday,Local,0,0,66,Broker,0,5136.26,5,Large,25052.93,blue,3035,0
9252,43,F,1,48,103185,1,0,Own,50039,2020-08-31,Monday,Highway,0,0,100,Broker,0,3128.60,5,Medium,15757.87,red,1974,0
9253,47,M,0,43,2076150,1,0,Rent,20152,2020-11-22,Sunday,Local,0,0,79,Phone,0,7707.83,4,Large,5632.7,other,4448,0
9254,57,M,1,73,117220,1,1,Rent,80038,2019-07-15,Monday,Parking Lot,1,0,7,Phone,1,8688.15,5,Medium,23448.76,silver,2647,0
9255,43,F,1,81,102985,1,0,Own,15021,2019-02-07,Thursday,Local,0,0,4,Phone,1,4927.50,3,Medium,25544.64,silver,2082,0
9256,44,F,1,72,104175,1,0,Rent,85050,2020-11-26,Thursday,Parking Lot,1,0,68,Phone,0,7079.83,7,Compact,41094.64,black,1257,0
9257,33,F,0,77,89905,1,0,Rent,80005,2020-09-05,Saturday,Highway,0,0,2,Broker,0,8951.54,6,Medium,7414.86,white,2226,0
9258,53,F,1,85,113475,1,0,Own,20101,2019-04-03,Wednesday,Local,0,0,8,Broker,1,4448.78,5,Compact,18407.08,gray,1387,0
9259,48,M,0,74,108535,0,1,Rent,20158,2020-11-07,Saturday,Highway,0,1,50,Broker,1,4559.59,2,Medium,32861.31,white,2318,0
9260,48,F,1,39,108590,0,1,Rent,20138,2019-09-02,Monday,Local,0,0,5,Broker,1,6809.55,3,Medium,21716.92,blue,1786,0
9261,27,F,0,82,79795,1,1,Rent,85032,2019-08-18,Sunday,Local,1,1,99,Phone,1,1544.30,9,Medium,56737.76,gray,2438,1
9262,38,M,0,47,96800,1,1,Own,20106,2018-12-05,Wednesday,Local,0,1,75,Broker,1,3595.85,7,Medium,16802.82,silver,2070,0
9263,44,M,1,95,104280,1,1,Rent,85075,2019-12-03,Tuesday,Local,0,0,69,Phone,0,5377.57,6,Medium,16338.39,gray,2152,0
9264,42,M,1,74,101915,0,0,Own,85017,2019-05-19,Sunday,Highway,0,1,100,Broker,1,5164.14,5,Medium,29430.76,silver,2924,0
9265,46,M,1,71,1,1,0,Own,20151,2020-09-12,Saturday,Local,1,0,81,Phone,0,6917.55,5,Compact,12610.68,red,1382,0
9266,38,M,1,77,96760,1,1,Own,15009,2019-05-29,Wednesday,Highway,0,1,41,Broker,1,5502.76,5,Medium,28318.7,white,2139,0
9267,42,F,1,86,101875,1,1,Rent,85030,2019-06-15,Saturday,Parking Lot,0,0,64,Broker,1,4593.63,3,Medium,26390.81,black,2257,0
9268,56,M,1,82,116245,,1,Own,20103,2019-04-05,Friday,Highway,2,1,97,Phone,1,3844.89,2,Medium,9998.5,black,1865,1
9269,35,F,1,70,92810,1,0,Rent,20111,2020-05-28,Thursday,Local,0,1,4,Broker,0,2725.96,1,Compact,14048.46,gray,1336,0
9270,41,M,1,73,100650,1,1,Own,15053,2019-03-13,Wednesday,Local,0,0,69,Broker,0,2716.94,8,Medium,17063.2,white,2163,0
9271,30,F,0,71,84995,1,1,Rent,80024,2019-07-20,Saturday,Parking Lot,0,0,23,Broker,1,4088.26,2,Medium,56357.23,blue,2141,0
9272,70,M,1,86,127455,1,0,Own,15022,2019-11-10,Sunday,Highway,0,0,27,Broker,0,9445.97,8,Medium,46483.44,red,2776,0
9273,54,F,1,76,114455,1,0,Rent,50011,2019-04-15,Monday,Local,0,1,79,Broker,1,3886.13,5,Large,21960.95,other,3612,0
9274,30,M,1,91,85030,1,1,Own,20101,2020-11-20,Friday,Local,0,1,43,Broker,1,2618.73,6,Medium,29303.55,red,1855,0
9275,33,M,1,81,89815,1,1,Own,80030,2020-05-30,Saturday,Local,0,1,50,Phone,0,3455.35,4,Large,28114.35,gray,3250,0
9276,42,M,1,92,101980,1,1,Own,80001,2018-12-03,Monday,Local,3,1,99,Broker,1,2886.38,2,Medium,7945.76,silver,2657,0
9277,42,M,1,75,101865,0,1,Own,80002,2020-04-03,Friday,Highway,2,0,33,Broker,1,3565.17,4,Large,34468.58,silver,3588,1
9278,45,F,,82,105310,1,1,Own,20113,2020-08-22,Saturday,Other,0,1,0,Broker,1,6754.15,5,Medium,5124.96,black,1888,1
9279,70,M,1,43,127325,1,1,Rent,85077,2020-10-25,Sunday,Parking Lot,0,0,7,Phone,0,7152.92,3,Compact,18568.97,gray,1344,0
9280,40,M,0,58,99360,1,1,Rent,20102,2019-01-13,Sunday,Highway,0,1,99,Broker,1,2909.86,3,Medium,33956.71,gray,1576,0
9281,46,F,1,87,106375,1,1,Own,20155,2019-01-27,Sunday,Local,1,0,9,Broker,1,4939.79,3,Medium,37940.42,white,1891,0
9282,27,M,0,76,79850,0,1,Rent,80040,2020-02-16,Sunday,Parking Lot,1,0,49,Online,0,3595.34,8,Medium,4553.57,silver,1729,0
9283,44,M,1,85,104135,0,1,Rent,80002,2020-08-25,Tuesday,Local,2,0,34,Phone,1,5895.29,1,Medium,33590.75,gray,2135,0
9284,53,M,0,91,113575,1,1,Rent,85072,2020-08-19,Wednesday,Highway,0,0,54,Broker,0,4816.53,7,Large,29238.45,red,3952,0
9285,31,F,1,64,86725,1,1,Own,80028,2020-11-05,Thursday,Parking Lot,2,0,49,Phone,1,5356.16,7,Medium,17973.3,gray,1728,1
9286,48,M,1,61,108545,1,1,Own,80031,2020-07-15,Wednesday,Local,2,0,52,Broker,1,4199.96,6,Medium,35093.01,black,2361,1
9287,37,M,1,80,95505,1,1,Rent,85009,2020-02-15,Saturday,Local,0,0,29,Online,1,6892.45,4,Compact,24934.17,silver,979,0
9288,39,M,1,84,98190,1,1,Own,80015,2019-06-17,Monday,Parking Lot,0,0,84,Phone,1,7807.89,2,Large,23526.54,red,4495,0
9289,47,F,1,86,107610,0,0,Own,20134,2020-05-07,Thursday,Local,1,0,27,Broker,1,5595.50,5,Compact,31319.62,silver,1050,1
9290,49,M,1,78,109555,1,0,Own,50050,2020-11-16,Monday,Local,0,1,50,Online,1,3896.33,3,Compact,11074.58,blue,1382,0
9291,40,M,1,92,99455,1,0,Own,20109,2020-03-13,Friday,Local,1,1,43,Phone,1,7591.41,3,Large,10894.07,gray,3241,0
9292,22,F,0,87,69595,0,1,Rent,50048,2020-05-19,Tuesday,Parking Lot,1,0,13,Online,1,12419.07,6,Medium,20870.41,gray,1832,1
9293,24,F,1,86,73880,1,1,Rent,20131,2019-01-09,Wednesday,Local,0,0,0,Online,0,13089.93,5,Large,12228.97,silver,3006,0
9294,44,F,1,69,104195,1,1,Rent,50059,2019-11-02,Saturday,Highway,1,1,70,Broker,0,3220.17,1,Medium,32833.85,red,1705,0
9295,59,M,1,52,118815,1,1,Own,80003,2019-07-28,Sunday,Highway,1,0,51,Broker,1,9629.37,6,Compact,17975.53,white,928,0
9296,46,F,0,82,106450,1,0,Own,15053,2019-08-06,Tuesday,Parking Lot,0,0,91,Broker,0,1529.54,5,Medium,21203.19,silver,2032,0
9297,42,F,1,67,101925,1,0,Rent,15045,2019-03-13,Wednesday,Highway,0,0,71,Broker,0,2471.78,3,Medium,54208.9,silver,2358,0
9298,54,M,1,68,114490,1,1,Own,15028,2020-10-19,Monday,Parking Lot,5,0,15,Phone,1,3128.45,8,Medium,11900.21,white,1790,1
9299,41,F,0,73,100630,0,1,Rent,50056,2020-04-20,Monday,Local,1,0,91,Broker,1,1048.52,3,Medium,14980.85,black,2245,1
9300,62,F,1,86,121410,1,1,Own,50011,2020-04-10,Friday,Local,0,0,74,Phone,0,7897.43,2,Medium,8795.44,white,1976,0
9301,43,F,1,98,102975,1,1,Rent,85080,2020-08-12,Wednesday,Parking Lot,0,0,100,Broker,1,6927.64,7,Medium,22842.31,red,2174,0
